age,age_group,workclass,education_level,education_years,marital_status,occupation,relationship,race,sex,capital_gain_usd,capital_loss_usd,hours_per_week,native_country,source_split,high_income
59,55-64,Private,10th,6,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,train,0
26,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,,train,0
47,45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,train,1
25,25-34,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,train,0
32,25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,test,0
65,65+,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,test,0
31,25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,train,0
36,35-44,Self-emp-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,test,0
41,35-44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,train,1
36,35-44,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,test,0
26,25-34,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,20,United-States,train,0
61,55-64,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,train,0
26,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,0
37,35-44,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,test,0
65,65+,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6514,0,40,United-States,train,1
34,25-34,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2036,0,30,United-States,train,0
45,45-54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,train,0
45,45-54,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,Mexico,train,0
41,35-44,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,test,0
60,55-64,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,20,United-States,train,0
50,45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,44,United-States,test,1
36,35-44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,test,0
46,45-54,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,train,1
31,25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,train,0
26,25-34,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,train,0
39,35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Canada,test,1
59,55-64,Local-gov,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,2339,40,United-States,train,0
33,25-34,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,train,0
24,17-24,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,test,0
36,35-44,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,train,0
24,17-24,Private,Masters,14,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,45,,train,0
34,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,test,0
25,25-34,Private,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador,train,0
31,25-34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,train,0
50,45-54,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,train,0
53,45-54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,train,0
37,35-44,Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,train,0
29,25-34,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,train,0
23,17-24,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,16,United-States,test,0
70,65+,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,32,United-States,train,0
22,17-24,,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,40,China,train,0
30,25-34,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,train,0
39,35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,train,1
27,25-34,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,train,1
26,25-34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,test,0
22,17-24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,train,0
21,17-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,train,0
39,35-44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,60,United-States,train,1
29,25-34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,test,0
33,25-34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,test,0
52,45-54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,test,0
23,17-24,Self-emp-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,train,0
51,45-54,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,train,1
22,17-24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,train,0
45,45-54,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,train,0
33,25-34,Private,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,train,0
25,25-34,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,train,0
34,25-34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
62,55-64,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,train,1
48,45-54,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,train,0
47,45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,test,1
43,35-44,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,train,0
38,35-44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,train,1
19,17-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,train,0
31,25-34,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,train,0
56,55-64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,train,1
30,25-34,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,train,0
33,25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,train,1
36,35-44,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,train,0
28,25-34,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,train,0
23,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,train,0
66,65+,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,train,0
31,25-34,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,train,0
30,25-34,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,train,0
24,17-24,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,48,United-States,test,0
60,55-64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,train,0
67,65+,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,test,0
44,35-44,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,train,0
36,35-44,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,0
51,45-54,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States,train,0
41,35-44,Private,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,20,United-States,test,0
22,17-24,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
27,25-34,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,test,0
31,25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,85,United-States,train,0
44,35-44,Private,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
44,35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,test,0
23,17-24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,test,0
30,25-34,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,50,United-States,train,0
22,17-24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,test,0
52,45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,99,United-States,test,0
54,45-54,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,50,United-States,test,0
43,35-44,Local-gov,Some-college,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,train,0
45,45-54,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,train,0
43,35-44,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,train,1
34,25-34,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,train,1
27,25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
43,35-44,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,train,0
32,25-34,,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,train,1
27,25-34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,test,0
26,25-34,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,train,0
34,25-34,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,27,United-States,train,0
25,25-34,State-gov,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,train,0
30,25-34,,Assoc-voc,11,Never-married,,Not-in-family,White,Male,0,0,30,United-States,test,0
59,55-64,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,train,1
25,25-34,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,train,0
36,35-44,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,44,United-States,test,1
28,25-34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,train,1
33,25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,test,0
53,45-54,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,1
58,55-64,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,Dominican-Republic,train,0
21,17-24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
28,25-34,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2354,0,40,United-States,train,0
51,45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,train,1
28,25-34,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,test,0
36,35-44,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,train,1
36,35-44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,train,0
24,17-24,,11th,7,Married-civ-spouse,,Wife,Other,Female,0,0,24,United-States,train,0
28,25-34,Private,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,train,0
31,25-34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
35,35-44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States,train,1
45,45-54,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,10,United-States,test,0
36,35-44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,test,1
36,35-44,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,train,0
44,35-44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,train,1
41,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,30,United-States,test,0
39,35-44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,test,1
47,45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,train,1
35,35-44,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,train,0
41,35-44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,train,1
23,17-24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,train,0
80,65+,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,train,0
32,25-34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,41,United-States,test,0
49,45-54,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,36,United-States,test,0
28,25-34,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,test,0
34,25-34,State-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,test,0
30,25-34,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,80,United-States,test,0
64,55-64,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,train,1
46,45-54,Private,Doctorate,16,Never-married,Other-service,Own-child,White,Male,0,0,40,,test,0
38,35-44,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,train,1
35,35-44,Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,train,1
46,45-54,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,train,1
21,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,test,0
30,25-34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
28,25-34,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,train,0
54,45-54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,test,0
67,65+,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,10566,0,40,United-States,train,0
62,55-64,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,test,1
56,55-64,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2907,0,52,Cuba,train,0
36,35-44,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,test,0
40,35-44,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,train,0
46,45-54,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,test,0
29,25-34,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,train,1
60,55-64,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,,test,0
21,17-24,,10th,6,Never-married,,Unmarried,White,Female,0,0,30,United-States,train,0
49,45-54,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,train,1
24,17-24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,test,0
66,65+,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,train,0
43,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,,train,0
48,45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
27,25-34,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,3464,0,40,United-States,train,0
54,45-54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,test,1
47,45-54,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,test,0
25,25-34,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,test,1
37,35-44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,train,1
56,55-64,Private,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,4101,0,38,United-States,test,0
43,35-44,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,test,0
28,25-34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,test,0
66,65+,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1258,20,United-States,train,0
